system,t_seconds,hot_set_in_dram_pct
Memtis,192.879,55.278
Memtis,193.88,55.226
Memtis,194.88,55.5473
Memtis,195.88,55.7473
Memtis,196.88,55.8427
Memtis,197.88,55.7127
Memtis,198.88,55.8513
Memtis,199.88,55.7293
Memtis,200.88,55.452
Memtis,201.88,55.3827
Memtis,202.881,55.7473
Memtis,203.881,55.7907
Memtis,204.881,55.6087
Memtis,205.881,55.5047
Memtis,206.881,55.5393
Memtis,207.881,55.574
Memtis,208.881,55.86
Memtis,209.881,55.7993
Memtis,210.881,55.53
Memtis,211.882,55.4953
Memtis,212.882,55.6427
Memtis,213.882,55.6947
Memtis,214.882,55.6513
Memtis,215.882,55.5387
Memtis,216.882,55.4173
Memtis,217.882,55.218
Memtis,218.882,55.0533
Memtis,219.882,54.9753
Memtis,220.882,54.9233
Memtis,221.882,54.9493
Memtis,222.883,55.036
Memtis,223.883,54.7067
Memtis,224.883,54.854
Memtis,225.883,54.9753
Memtis,226.883,54.7667
Memtis,227.883,54.602
