system,t_seconds,hot_set_in_dram_pct
xTier,-219.675,0.0
xTier,-218.675,0.0
xTier,-217.675,0.65
xTier,-216.674,1.79
xTier,-215.674,3.098
xTier,-214.674,4.665
xTier,-213.674,5.7286
xTier,-212.674,6.9325
xTier,-211.674,8.1156
xTier,-210.674,9.166
xTier,-209.674,10.4636
xTier,-208.674,11.545
xTier,-207.673,12.74
xTier,-206.673,13.8579
xTier,-205.673,14.844
xTier,-204.673,16.9187
xTier,-203.673,19.132
xTier,-202.673,21.1547
xTier,-201.673,23.316
xTier,-200.673,25.4867
xTier,-199.673,27.0233
xTier,-198.672,28.8287
xTier,-197.672,30.522
xTier,-196.672,32.032
xTier,-195.672,33.4467
xTier,-194.672,35.0
xTier,-193.672,36.4233
xTier,-192.672,37.7253
xTier,-191.672,38.7233
xTier,-190.672,39.912
xTier,-189.671,41.0407
xTier,-188.671,41.9873
xTier,-187.671,42.8727
xTier,-186.671,43.6367
xTier,-185.671,44.426
xTier,-184.671,45.3547
xTier,-183.671,46.2053
xTier,-182.671,47.3073
xTier,-181.671,48.1847
xTier,-180.67,49.1313
xTier,-179.67,49.696
xTier,-178.67,50.408
xTier,-177.67,51.12
xTier,-176.67,52.3353
xTier,-175.67,53.2993
xTier,-174.67,54.0807
xTier,-173.67,54.844
xTier,-172.67,55.7293
xTier,-171.669,56.736
xTier,-170.669,57.474
xTier,-169.669,58.186
xTier,-168.669,58.846
xTier,-167.669,59.2887
xTier,-166.669,60.122
xTier,-165.669,60.7207
xTier,-164.669,61.6233
xTier,-163.668,62.2827
xTier,-162.668,63.038
xTier,-161.668,63.5153
xTier,-160.668,64.218
xTier,-159.668,64.7473
xTier,-158.668,65.468
xTier,-157.668,66.0413
xTier,-156.668,66.5973
xTier,-155.667,66.9533
xTier,-154.667,67.5607
xTier,-153.667,68.238
xTier,-152.667,68.62
xTier,-151.667,68.9493
xTier,-150.667,69.6353
xTier,-149.667,69.6787
xTier,-148.667,70.1393
xTier,-147.667,70.4433
xTier,-146.666,70.8253
xTier,-145.666,70.808
xTier,-144.666,71.2333
xTier,-143.666,71.5807
xTier,-142.666,71.9973
xTier,-141.666,72.1273
xTier,-140.666,72.5093
xTier,-139.666,72.9607
xTier,-138.665,73.134
xTier,-137.665,73.7247
xTier,-136.665,74.1933
xTier,-135.665,74.436
xTier,-134.665,75.0
xTier,-133.665,75.3207
xTier,-132.665,75.5287
xTier,-131.665,75.876
xTier,-130.665,76.38
xTier,-129.664,76.614
xTier,-128.664,76.866
xTier,-127.664,77.1607
xTier,-126.664,77.2993
xTier,-125.664,77.6033
xTier,-124.664,77.8727
xTier,-123.664,78.3673
xTier,-122.664,78.376
xTier,-121.664,78.706
xTier,-120.663,79.0447
xTier,-119.663,79.366
xTier,-118.663,79.7307
xTier,-117.663,80.052
xTier,-116.663,80.3993
xTier,-115.663,80.6073
xTier,-114.663,81.0413
xTier,-113.663,81.258
xTier,-112.663,81.5967
xTier,-111.662,82.144
xTier,-110.662,82.3867
xTier,-109.662,82.4993
xTier,-108.662,82.6907
xTier,-107.662,83.1593
xTier,-106.662,83.29
xTier,-105.662,83.672
xTier,-104.662,83.698
xTier,-103.662,83.9067
xTier,-102.661,84.0713
xTier,-101.661,83.9493
xTier,-100.661,84.3227
xTier,-99.661,84.358
xTier,-98.661,84.7053
xTier,-97.661,84.9227
xTier,-96.661,85.1133
xTier,-95.661,85.322
xTier,-94.661,85.782
xTier,-93.66,85.886
xTier,-92.66,85.886
xTier,-91.66,85.938
xTier,-90.66,85.9813
xTier,-89.66,86.45
xTier,-88.66,86.5713
xTier,-87.66,86.9013
xTier,-86.66,87.188
xTier,-85.66,87.1013
xTier,-84.659,87.4047
xTier,-83.659,87.552
xTier,-82.659,87.6387
xTier,-81.659,87.6907
xTier,-80.659,87.9073
xTier,-79.659,87.9247
xTier,-78.659,88.0893
xTier,-77.659,88.3233
xTier,-76.658,88.6093
xTier,-75.658,88.7133
xTier,-74.658,88.7047
xTier,-73.658,88.8
xTier,-72.658,88.826
xTier,-71.658,89.008
xTier,-70.658,89.2853
xTier,-69.658,89.3113
xTier,-68.658,89.3547
xTier,-67.658,89.4847
xTier,-66.657,89.58
xTier,-65.657,89.6933
xTier,-64.657,89.7887
xTier,-63.657,89.9713
xTier,-62.657,90.1627
xTier,-61.657,90.2587
xTier,-60.657,90.3547
xTier,-59.657,90.4073
xTier,-58.657,90.538
xTier,-57.657,90.79
xTier,-56.656,90.9293
xTier,-55.656,90.9907
xTier,-54.656,91.1907
xTier,-53.656,91.304
xTier,-52.656,91.3647
xTier,-51.656,91.5213
xTier,-50.656,91.6253
xTier,-49.656,91.7733
xTier,-48.656,91.86
xTier,-47.656,91.8687
xTier,-46.655,92.0073
xTier,-45.655,92.0247
xTier,-44.655,92.1633
xTier,-43.655,92.2153
xTier,-42.655,92.2587
xTier,-41.655,92.2847
xTier,-40.655,92.3453
xTier,-39.655,92.3107
xTier,-38.655,92.3713
xTier,-37.654,92.606
xTier,-36.654,92.606
xTier,-35.654,92.7273
xTier,-34.654,92.7707
xTier,-33.654,92.7273
xTier,-32.654,92.8487
xTier,-31.654,92.9007
xTier,-30.654,92.9873
xTier,-29.654,93.0567
xTier,-28.654,93.2473
xTier,-27.653,93.1173
xTier,-26.653,93.2473
xTier,-25.653,93.4207
xTier,-24.653,93.49
xTier,-23.653,93.62
xTier,-22.653,93.646
xTier,-21.653,93.776
xTier,-20.653,93.6547
xTier,-19.653,93.5853
xTier,-18.652,93.776
xTier,-17.652,93.8887
xTier,-16.652,93.958
xTier,-15.652,94.036
xTier,-14.652,94.14
xTier,-13.652,94.1573
xTier,-12.652,94.2787
xTier,-11.652,94.3393
xTier,-10.651,94.3047
xTier,-9.651,94.4087
xTier,-8.651,94.5127
xTier,-7.651,94.5993
xTier,-6.651,94.6253
xTier,-5.651,94.8073
xTier,-4.651,94.972
xTier,-3.651,95.0853
xTier,-2.651,95.1113
xTier,-1.65,95.1373
xTier,-0.65,95.2067
xTier,0.35,88.844
xTier,1.35,82.8113
xTier,2.35,76.9347
xTier,3.35,71.258
xTier,4.35,65.72
xTier,5.35,60.416
xTier,6.35,55.1733
xTier,7.351,50.0173
xTier,8.351,45.434
xTier,9.351,40.4513
xTier,10.351,35.712
xTier,11.351,30.9547
xTier,12.351,26.3973
xTier,13.351,21.9187
xTier,14.351,17.596
xTier,15.352,19.8613
xTier,16.352,21.84
xTier,17.352,24.0013
xTier,18.352,25.5893
xTier,19.352,27.4033
xTier,20.352,29.0267
xTier,21.352,30.624
xTier,22.352,31.9347
xTier,23.352,32.924
xTier,24.353,34.3393
xTier,25.353,35.5373
xTier,26.353,36.6313
xTier,27.353,37.934
xTier,28.353,39.288
xTier,29.353,40.434
xTier,30.353,41.4587
xTier,31.353,42.388
xTier,32.353,43.204
xTier,33.353,44.3933
xTier,34.354,45.3567
xTier,35.354,46.312
xTier,36.354,47.0927
xTier,37.354,48.1607
xTier,38.354,49.194
xTier,39.354,50.0967
xTier,40.354,51.1813
xTier,41.354,52.3007
xTier,42.354,52.7953
xTier,43.354,53.4113
xTier,44.355,54.444
xTier,45.355,55.1647
xTier,46.355,56.1107
xTier,47.355,56.762
xTier,48.355,57.3527
xTier,49.355,57.8307
xTier,50.355,58.308
xTier,51.355,59.1153
xTier,52.355,59.74
xTier,53.355,60.278
xTier,54.356,60.9813
xTier,55.356,61.4587
xTier,56.356,62.0407
xTier,57.356,62.6567
xTier,58.356,63.2127
xTier,59.356,63.4993
xTier,60.356,64.1067
xTier,61.356,64.4973
xTier,62.356,65.1653
xTier,63.357,65.7553
xTier,64.357,66.4753
xTier,65.357,67.0393
xTier,66.357,67.4213
xTier,67.357,67.864
xTier,68.357,68.3587
xTier,69.357,68.7227
xTier,70.357,69.244
xTier,71.357,69.5827
xTier,72.357,69.9993
xTier,73.358,70.442
xTier,74.358,70.9887
xTier,75.358,71.31
xTier,76.358,71.7873
xTier,77.358,72.23
xTier,78.358,72.638
xTier,79.358,72.8207
xTier,80.358,73.3153
xTier,81.358,73.732
xTier,82.359,74.1313
xTier,83.359,74.444
xTier,84.359,74.6353
xTier,85.359,75.0
xTier,86.359,75.4687
xTier,87.359,76.0333
xTier,88.359,76.4413
xTier,89.359,76.5973
xTier,90.359,76.8487
xTier,91.359,77.1527
xTier,92.36,77.3093
xTier,93.36,77.5093
xTier,94.36,77.9173
xTier,95.36,77.9867
xTier,96.36,78.1347
xTier,97.36,78.2473
xTier,98.36,78.6293
xTier,99.36,79.0287
xTier,100.36,79.3233
xTier,101.36,79.41
xTier,102.361,79.7047
xTier,103.361,79.7653
xTier,104.361,80.104
xTier,105.361,80.4167
xTier,106.361,80.642
xTier,107.361,80.9627
xTier,108.361,81.162
xTier,109.361,81.5787
xTier,110.361,82.1433
xTier,111.362,82.386
xTier,112.362,82.7853
xTier,113.362,82.9853
xTier,114.362,83.15
xTier,115.362,83.3413
xTier,116.362,83.7753
xTier,117.362,83.958
xTier,118.362,84.366
xTier,119.363,84.5313
xTier,120.363,84.7747
xTier,121.363,84.862
xTier,122.363,84.9493
xTier,123.363,85.158
xTier,124.363,85.2707
xTier,125.363,85.522
xTier,126.363,85.6267
xTier,127.363,85.8613
xTier,128.364,86.078
xTier,129.364,86.304
xTier,130.364,86.434
xTier,131.364,86.4253
xTier,132.364,86.538
xTier,133.364,86.642
xTier,134.364,86.8933
xTier,135.364,87.084
xTier,136.364,87.2573
xTier,137.365,87.63
xTier,138.365,87.8727
xTier,139.365,87.9333
xTier,140.365,87.9073
xTier,141.365,88.2453
xTier,142.365,88.2973
xTier,143.365,88.2367
xTier,144.365,88.436
xTier,145.365,88.4707
xTier,146.365,88.7313
xTier,147.366,88.8787
xTier,148.366,88.9653
xTier,149.366,89.0873
xTier,150.366,89.044
xTier,151.366,89.3393
xTier,152.366,89.3567
xTier,153.366,89.4607
xTier,154.366,89.5733
xTier,155.366,89.5647
xTier,156.366,89.5473
xTier,157.367,89.686
xTier,158.367,89.894
xTier,159.367,90.0333
xTier,160.367,90.1373
xTier,161.367,90.2413
xTier,162.367,90.3547
xTier,163.367,90.6067
xTier,164.367,90.676
xTier,165.367,90.7887
xTier,166.368,90.684
xTier,167.368,90.884
xTier,168.368,91.006
xTier,169.368,91.18
xTier,170.368,91.3367
xTier,171.368,91.684
xTier,172.368,91.936
xTier,173.368,92.0753
xTier,174.368,92.136
xTier,175.368,92.4227
xTier,176.369,92.4227
xTier,177.369,92.492
xTier,178.369,92.5267
xTier,179.369,92.6567
xTier,180.369,92.8393
xTier,181.369,93.1433
xTier,182.369,93.0567
xTier,183.369,93.1693
xTier,184.37,93.2127
xTier,185.37,93.2993
xTier,186.37,93.2647
xTier,187.37,93.2733
xTier,188.37,93.412
xTier,189.37,93.6373
xTier,190.37,93.724
xTier,191.37,93.8367
xTier,192.37,94.0273
xTier,193.371,94.0013
xTier,194.371,94.0533
xTier,195.371,94.088
xTier,196.371,94.1053
xTier,197.371,94.1747
xTier,198.371,94.2873
xTier,199.371,94.3827
xTier,200.371,94.4867
xTier,201.371,94.6253
xTier,202.372,94.6513
xTier,203.372,94.7467
xTier,204.372,94.7467
xTier,205.372,94.7727
xTier,206.372,94.7033
xTier,207.372,94.6687
xTier,208.372,94.764
xTier,209.372,94.7207
xTier,210.372,94.9027
xTier,211.373,94.998
xTier,212.373,95.1107
xTier,213.373,95.102
xTier,214.373,95.128
xTier,215.373,95.1973
xTier,216.373,95.18
xTier,217.373,95.2233
xTier,218.373,95.2233
xTier,219.374,95.2493
xTier,220.374,95.2147
xTier,221.374,95.31
xTier,222.374,95.3273
xTier,223.374,95.388
xTier,224.374,95.5353
xTier,225.374,95.5527
xTier,226.374,95.57
xTier,227.374,95.6913
xTier,228.375,95.7
xTier,229.375,95.7087
xTier,230.375,95.6567
xTier,231.375,95.6913
xTier,232.375,95.752
TPP,-222.654,20.83
TPP,-221.654,21.155
TPP,-220.654,21.35
TPP,-219.654,22.0675
TPP,-218.654,22.108
TPP,-217.654,23.0883
TPP,-216.654,23.9571
TPP,-215.653,24.2825
TPP,-214.653,25.0567
TPP,-213.653,25.585
TPP,-212.653,26.3009
TPP,-211.653,26.865
TPP,-210.653,27.5731
TPP,-209.653,28.2357
TPP,-208.653,28.9227
TPP,-207.653,30.008
TPP,-206.652,31.3193
TPP,-205.652,32.6567
TPP,-204.652,33.7153
TPP,-203.652,34.948
TPP,-202.652,36.0333
TPP,-201.652,37.144
TPP,-200.652,38.5333
TPP,-199.652,39.7053
TPP,-198.652,40.8427
TPP,-197.651,41.8067
TPP,-196.651,43.048
TPP,-195.651,44.3153
TPP,-194.651,45.418
TPP,-193.651,46.338
TPP,-192.651,47.8573
TPP,-191.651,48.9767
TPP,-190.651,50.2873
TPP,-189.65,51.694
TPP,-188.65,53.3253
TPP,-187.65,54.714
TPP,-186.65,56.1207
TPP,-185.65,57.3793
TPP,-184.65,58.464
TPP,-183.65,59.948
TPP,-182.65,61.1107
TPP,-181.649,62.17
TPP,-180.649,62.986
TPP,-179.649,63.7753
TPP,-178.649,64.852
TPP,-177.649,65.3727
TPP,-176.649,65.9547
TPP,-175.649,66.2233
TPP,-174.649,66.8047
TPP,-173.649,66.892
TPP,-172.648,66.9007
TPP,-171.648,66.97
TPP,-170.648,66.8133
TPP,-169.648,66.9267
TPP,-168.648,66.4233
TPP,-167.648,66.4407
TPP,-166.648,66.5273
TPP,-165.648,66.388
TPP,-164.647,66.6313
TPP,-163.647,66.692
TPP,-162.647,66.6573
TPP,-161.647,66.6833
TPP,-160.647,66.6487
TPP,-159.647,66.31
TPP,-158.647,66.3793
TPP,-157.646,66.5793
TPP,-156.646,66.588
TPP,-155.646,67.022
TPP,-154.646,67.1173
TPP,-153.646,67.6207
TPP,-152.646,67.786
TPP,-151.646,67.6907
TPP,-150.646,67.726
TPP,-149.645,67.6653
TPP,-148.645,67.518
TPP,-147.645,67.3873
TPP,-146.645,67.6473
TPP,-145.645,67.7087
TPP,-144.645,67.978
TPP,-143.645,67.874
TPP,-142.645,67.796
TPP,-141.645,67.7093
TPP,-140.644,67.7093
TPP,-139.644,67.9
TPP,-138.644,67.7873
TPP,-137.644,67.6833
TPP,-136.644,67.492
TPP,-135.644,67.5007
TPP,-134.644,67.5007
TPP,-133.644,67.518
TPP,-132.643,67.466
TPP,-131.643,67.1627
TPP,-130.643,67.336
TPP,-129.643,67.362
TPP,-128.643,67.2833
TPP,-127.643,67.3007
TPP,-126.643,67.4827
TPP,-125.643,67.1613
TPP,-124.643,66.936
TPP,-123.642,66.762
TPP,-122.642,66.7447
TPP,-121.642,66.8053
TPP,-120.642,67.048
TPP,-119.642,67.0133
TPP,-118.642,67.1
TPP,-117.642,67.152
TPP,-116.642,66.9087
TPP,-115.642,67.004
TPP,-114.641,66.7
TPP,-113.641,66.9173
TPP,-112.641,66.9693
TPP,-111.641,66.9693
TPP,-110.641,67.1347
TPP,-109.641,67.1433
TPP,-108.641,67.3433
TPP,-107.641,67.4127
TPP,-106.641,67.5433
TPP,-105.64,67.4307
TPP,-104.64,67.396
TPP,-103.64,67.1787
TPP,-102.64,67.3353
TPP,-101.64,67.674
TPP,-100.64,67.3267
TPP,-99.64,67.5527
TPP,-98.64,67.466
TPP,-97.639,67.3447
TPP,-96.639,67.0753
TPP,-95.639,67.0407
TPP,-94.639,67.11
TPP,-93.639,66.8147
TPP,-92.639,66.832
TPP,-91.639,66.71
TPP,-90.639,66.5187
TPP,-89.638,66.388
TPP,-88.638,66.362
TPP,-87.638,66.3967
TPP,-86.638,66.258
TPP,-85.638,66.5793
TPP,-84.638,66.866
TPP,-83.638,67.248
TPP,-82.638,67.4387
TPP,-81.637,68.1507
TPP,-80.637,68.7667
TPP,-79.637,69.2093
TPP,-78.637,69.9907
TPP,-77.637,70.7373
TPP,-76.637,71.71
TPP,-75.637,72.6133
TPP,-74.637,73.7333
TPP,-73.636,74.914
TPP,-72.636,75.9727
TPP,-71.636,77.2047
TPP,-70.636,78.064
TPP,-69.636,78.8273
TPP,-68.636,79.5387
TPP,-67.636,80.5807
TPP,-66.636,81.3013
TPP,-65.635,81.9093
TPP,-64.635,82.5693
TPP,-63.635,83.368
TPP,-62.635,83.8887
TPP,-61.635,84.3747
TPP,-60.635,84.956
TPP,-59.635,85.416
TPP,-58.635,85.7893
TPP,-57.634,86.128
TPP,-56.634,86.536
TPP,-55.634,86.9093
TPP,-54.634,87.2047
TPP,-53.634,87.6733
TPP,-52.634,87.968
TPP,-51.634,88.176
TPP,-50.634,88.584
TPP,-49.633,88.8787
TPP,-48.633,89.1393
TPP,-47.633,89.3213
TPP,-46.633,89.5207
TPP,-45.633,89.6853
TPP,-44.633,89.7807
TPP,-43.633,90.0327
TPP,-42.633,90.25
TPP,-41.632,90.4067
TPP,-40.632,90.754
TPP,-39.632,90.98
TPP,-38.632,91.1973
TPP,-37.632,91.4147
TPP,-36.632,91.6927
TPP,-35.632,91.632
TPP,-34.632,91.7107
TPP,-33.631,91.8493
TPP,-32.631,92.058
TPP,-31.631,92.2927
TPP,-30.631,92.3887
TPP,-29.631,92.6233
TPP,-28.631,92.606
TPP,-27.631,92.7013
TPP,-26.631,92.7187
TPP,-25.63,92.6753
TPP,-24.63,92.7533
TPP,-23.63,92.632
TPP,-22.63,92.6753
TPP,-21.63,92.5713
TPP,-20.63,92.7793
TPP,-19.63,92.9267
TPP,-18.63,92.9353
TPP,-17.63,92.9353
TPP,-16.629,92.788
TPP,-15.629,92.866
TPP,-14.629,92.684
TPP,-13.629,92.8313
TPP,-12.629,92.8227
TPP,-11.629,92.8227
TPP,-10.629,92.7707
TPP,-9.629,92.866
TPP,-8.628,92.9093
TPP,-7.628,92.892
TPP,-6.628,92.9267
TPP,-5.628,92.866
TPP,-4.628,92.788
TPP,-3.628,92.736
TPP,-2.628,92.762
TPP,-1.628,92.8313
TPP,-0.627,92.8053
TPP,0.373,86.746
TPP,1.373,80.6
TPP,2.373,74.6453
TPP,3.373,68.786
TPP,4.373,63.1867
TPP,5.373,57.562
TPP,6.373,52.284
TPP,7.374,47.0147
TPP,8.374,41.624
TPP,9.374,36.2507
TPP,10.374,30.99
TPP,11.374,25.816
TPP,12.374,20.538
TPP,13.374,15.1213
TPP,14.374,10.008
TPP,15.375,10.8673
TPP,16.375,11.562
TPP,17.375,12.1087
TPP,18.375,12.6293
TPP,19.375,13.1153
TPP,20.375,13.2887
TPP,21.375,13.2973
TPP,22.375,13.2193
TPP,23.376,13.506
TPP,24.376,13.584
TPP,25.376,13.636
TPP,26.376,13.5407
TPP,27.376,13.5493
TPP,28.376,13.7227
TPP,29.376,13.558
TPP,30.376,13.5407
TPP,31.377,13.6447
TPP,32.377,13.6273
TPP,33.377,13.836
TPP,34.377,13.6453
TPP,35.377,13.8627
TPP,36.377,13.8367
TPP,37.377,14.0187
TPP,38.377,13.9313
TPP,39.378,13.9487
TPP,40.378,13.9747
TPP,41.378,13.9487
TPP,42.378,13.784
TPP,43.378,13.6973
TPP,44.378,13.8013
TPP,45.378,13.9487
TPP,46.378,13.8707
TPP,47.379,14.0353
TPP,48.379,13.9047
TPP,49.379,14.0607
TPP,50.379,13.9127
TPP,51.379,13.9733
TPP,52.379,14.0347
TPP,53.379,14.0173
TPP,54.379,14.0173
TPP,55.38,13.792
TPP,56.38,13.9133
TPP,57.38,14.026
TPP,58.38,13.948
TPP,59.38,13.9047
TPP,60.38,13.8093
TPP,61.38,13.8353
TPP,62.38,13.6793
TPP,63.381,13.7313
TPP,64.381,13.8187
TPP,65.381,13.888
TPP,66.381,13.836
TPP,67.381,13.7747
TPP,68.381,13.6273
TPP,69.381,13.5753
TPP,70.381,13.584
TPP,71.382,13.4367
TPP,72.382,13.3933
TPP,73.382,13.4107
TPP,74.382,13.5673
TPP,75.382,13.4373
TPP,76.382,13.42
TPP,77.382,13.3853
TPP,78.382,13.3073
TPP,79.383,13.1767
TPP,80.383,13.194
TPP,81.383,13.2113
TPP,82.383,13.1073
TPP,83.383,13.168
TPP,84.383,13.1767
TPP,85.383,13.2547
TPP,86.383,13.2287
TPP,87.384,13.1593
TPP,88.384,13.246
TPP,89.384,13.1327
TPP,90.384,13.3753
TPP,91.384,13.3493
TPP,92.384,13.3753
TPP,93.384,13.2713
TPP,94.384,13.254
TPP,95.385,13.1327
TPP,96.385,13.1327
TPP,97.385,13.0373
TPP,98.385,13.098
TPP,99.385,13.046
TPP,100.385,13.02
TPP,101.385,13.1673
TPP,102.385,13.4627
TPP,103.386,13.4713
TPP,104.386,13.5147
TPP,105.386,13.4453
TPP,106.386,13.532
TPP,107.386,13.5407
TPP,108.386,13.6013
TPP,109.386,13.6447
TPP,110.387,13.6273
TPP,111.387,13.74
TPP,112.387,13.9307
TPP,113.387,13.87
TPP,114.387,13.896
TPP,115.387,13.948
TPP,116.387,13.844
TPP,117.387,13.6007
TPP,118.387,13.592
TPP,119.388,13.54
TPP,120.388,13.514
TPP,121.388,13.6353
TPP,122.388,13.87
TPP,123.388,14.3213
TPP,124.388,14.9207
TPP,125.388,15.398
TPP,126.388,15.902
TPP,127.389,16.3627
TPP,128.389,17.2047
TPP,129.389,18.0813
TPP,130.389,19.2273
TPP,131.389,20.278
TPP,132.389,21.5107
TPP,133.389,22.7087
TPP,134.389,23.9847
TPP,135.39,25.3387
TPP,136.39,26.5453
TPP,137.39,28.142
TPP,138.39,29.366
TPP,139.39,30.5293
TPP,140.39,31.7967
TPP,141.39,33.0813
TPP,142.39,34.7307
TPP,143.391,36.1633
TPP,144.391,37.3353
TPP,145.391,38.568
TPP,146.391,39.8007
TPP,147.391,41.1373
TPP,148.391,42.4653
TPP,149.391,43.7587
TPP,150.391,45.1133
TPP,151.392,46.346
TPP,152.392,47.4227
TPP,153.392,48.5167
TPP,154.392,49.5753
TPP,155.392,50.6867
TPP,156.392,51.9973
TPP,157.392,53.282
TPP,158.392,54.202
TPP,159.393,55.6167
TPP,160.393,56.6493
TPP,161.393,58.142
TPP,162.393,59.366
TPP,163.393,60.7987
TPP,164.393,61.9533
TPP,165.393,63.2813
TPP,166.393,64.7747
TPP,167.394,65.99
TPP,168.394,67.1447
TPP,169.394,68.36
TPP,170.394,69.506
TPP,171.394,70.478
TPP,172.394,71.1373
TPP,173.394,71.9707
TPP,174.394,72.4313
TPP,175.395,72.926
TPP,176.395,73.1347
TPP,177.395,73.2387
TPP,178.395,73.516
TPP,179.395,73.976
TPP,180.395,74.002
TPP,181.395,73.9933
TPP,182.395,73.9413
TPP,183.396,74.1667
TPP,184.396,74.2187
TPP,185.396,74.3833
TPP,186.396,74.0013
TPP,187.396,73.932
TPP,188.396,73.958
TPP,189.396,74.192
TPP,190.396,74.366
TPP,191.397,74.4873
TPP,192.397,74.7653
TPP,193.397,74.5573
TPP,194.397,74.3753
TPP,195.397,74.2193
TPP,196.397,74.072
TPP,197.397,74.0633
TPP,198.397,73.9853
TPP,199.398,73.89
TPP,200.398,73.638
TPP,201.398,73.8207
TPP,202.398,73.786
TPP,203.398,73.7167
TPP,204.398,73.526
TPP,205.398,73.6647
TPP,206.398,73.6213
TPP,207.399,73.5433
TPP,208.399,73.656
TPP,209.399,73.6993
TPP,210.399,73.6907
TPP,211.399,73.7253
TPP,212.399,73.708
TPP,213.399,73.942
TPP,214.399,73.9593
TPP,215.4,74.0033
TPP,216.4,74.0033
TPP,217.4,73.9427
TPP,218.4,74.0813
TPP,219.4,74.1767
TPP,220.4,73.8813
TPP,221.4,73.8987
TPP,222.4,73.994
TPP,223.401,73.9593
TPP,224.401,73.9593
TPP,225.401,74.0027
TPP,226.401,74.046
TPP,227.401,73.9413
TPP,228.401,73.664
TPP,229.401,73.5513
TPP,230.401,73.5773
TPP,231.402,73.6727
TPP,232.402,73.69
TPP,233.402,73.5687
TPP,234.402,73.4993
TPP,235.402,73.6647
TPP,236.402,73.682
TPP,237.402,73.8033
TPP,238.402,73.9247
TPP,239.403,73.8987
TPP,240.403,74.046
TPP,241.403,74.15
TPP,242.403,74.602
TPP,243.403,74.7753
AutoNUMA,-229.009,21.09
AutoNUMA,-228.009,19.335
AutoNUMA,-227.009,19.0533
AutoNUMA,-226.009,19.6275
AutoNUMA,-225.009,19.634
AutoNUMA,-224.008,19.6383
AutoNUMA,-223.008,19.7714
AutoNUMA,-222.008,19.6925
AutoNUMA,-221.008,19.7611
AutoNUMA,-220.008,19.881
AutoNUMA,-219.008,19.79
AutoNUMA,-218.008,19.7358
AutoNUMA,-217.008,19.9808
AutoNUMA,-216.008,19.9021
AutoNUMA,-215.007,19.7473
AutoNUMA,-214.007,19.6
AutoNUMA,-213.007,19.6953
AutoNUMA,-212.007,19.6087
AutoNUMA,-211.007,19.3487
AutoNUMA,-210.007,19.3833
AutoNUMA,-209.007,19.47
AutoNUMA,-208.007,19.4353
AutoNUMA,-207.007,19.34
AutoNUMA,-206.006,19.21
AutoNUMA,-205.006,19.0627
AutoNUMA,-204.006,19.0973
AutoNUMA,-203.006,19.1927
AutoNUMA,-202.006,18.9407
AutoNUMA,-201.006,18.958
AutoNUMA,-200.006,19.2447
AutoNUMA,-199.006,19.2967
AutoNUMA,-198.005,19.5053
AutoNUMA,-197.005,19.8087
AutoNUMA,-196.005,20.008
AutoNUMA,-195.005,20.112
AutoNUMA,-194.005,20.0513
AutoNUMA,-193.005,20.0687
AutoNUMA,-192.005,20.1207
AutoNUMA,-191.005,20.2853
AutoNUMA,-190.005,20.2507
AutoNUMA,-189.004,20.3373
AutoNUMA,-188.004,20.19
AutoNUMA,-187.004,20.2853
AutoNUMA,-186.004,20.2247
AutoNUMA,-185.004,20.0853
AutoNUMA,-184.004,20.1287
AutoNUMA,-183.004,20.0933
AutoNUMA,-182.004,19.972
AutoNUMA,-181.004,19.894
AutoNUMA,-180.003,19.5213
AutoNUMA,-179.003,19.4433
AutoNUMA,-178.003,19.3827
AutoNUMA,-177.003,19.5387
AutoNUMA,-176.003,19.4347
AutoNUMA,-175.003,19.582
AutoNUMA,-174.003,19.4953
AutoNUMA,-173.003,19.6427
AutoNUMA,-172.002,19.4953
AutoNUMA,-171.002,19.5993
AutoNUMA,-170.002,19.686
AutoNUMA,-169.002,19.7553
AutoNUMA,-168.002,19.5647
AutoNUMA,-167.002,19.5473
AutoNUMA,-166.002,19.6513
AutoNUMA,-165.002,19.842
AutoNUMA,-164.002,19.8593
AutoNUMA,-163.001,19.79
AutoNUMA,-162.001,19.6947
AutoNUMA,-161.001,19.686
AutoNUMA,-160.001,19.8427
AutoNUMA,-159.001,19.7387
AutoNUMA,-158.001,19.7647
AutoNUMA,-157.001,19.8427
AutoNUMA,-156.001,19.7127
AutoNUMA,-155.0,19.5653
AutoNUMA,-154.0,19.288
AutoNUMA,-153.0,19.2793
AutoNUMA,-152.0,19.3487
AutoNUMA,-151.0,19.2447
AutoNUMA,-150.0,19.314
AutoNUMA,-149.0,19.2967
AutoNUMA,-148.0,19.4007
AutoNUMA,-146.999,19.6267
AutoNUMA,-145.999,19.592
AutoNUMA,-144.999,19.288
AutoNUMA,-143.999,19.392
AutoNUMA,-142.999,19.3573
AutoNUMA,-141.999,19.314
AutoNUMA,-140.999,19.4527
AutoNUMA,-139.999,19.6
AutoNUMA,-138.998,19.6693
AutoNUMA,-137.998,19.9127
AutoNUMA,-136.998,19.9473
AutoNUMA,-135.998,19.9993
AutoNUMA,-134.998,19.8867
AutoNUMA,-133.998,19.8087
AutoNUMA,-132.998,19.8087
AutoNUMA,-131.998,19.7653
AutoNUMA,-130.998,19.7393
AutoNUMA,-129.997,19.8
AutoNUMA,-128.997,19.9473
AutoNUMA,-127.997,19.826
AutoNUMA,-126.997,19.826
AutoNUMA,-125.997,19.826
AutoNUMA,-124.997,19.6787
AutoNUMA,-123.997,19.6527
